20170707,0112,240.75,240.75,240.75,240.75,4
20170707,0113,240.75,240.75,240.75,240.75,0
20170707,0114,240.75,240.75,240.75,240.75,0
20170707,0115,240.76,240.79,240.71,240.75,41
20170707,0116,240.75,240.75,240.75,240.75,0
20170707,0117,240.75,240.75,240.75,240.75,0
20170707,0118,240.75,240.75,240.75,240.75,0
20170707,0119,240.75,240.75,240.75,240.75,0
20170707,0120,240.75,240.75,240.75,240.75,0
20170707,0121,240.75,240.75,240.75,240.75,0
20170707,0122,240.75,240.75,240.75,240.75,0
20170707,0123,240.75,240.75,240.75,240.75,0
20170707,0124,240.75,240.75,240.75,240.75,0
20170707,0125,240.80,240.80,240.80,240.80,1
20170707,0126,240.82,240.82,240.82,240.82,5
20170707,0127,240.81,240.81,240.81,240.81,2
20170707,0128,240.80,240.80,240.80,240.80,1
20170707,0129,240.80,240.80,240.80,240.80,0
20170707,0130,240.80,240.80,240.80,240.80,0
20170707,0131,240.80,240.80,240.80,240.80,0
20170707,0132,240.80,240.80,240.80,240.80,0
20170707,0133,240.80,240.80,240.80,240.80,0
20170707,0134,240.80,240.80,240.80,240.80,0
20170707,0135,240.80,240.80,240.80,240.80,0
20170707,0136,240.80,240.80,240.80,240.80,0
20170707,0137,240.80,240.80,240.80,240.80,0
20170707,0138,240.80,240.80,240.80,240.80,0
20170707,0139,240.80,240.80,240.80,240.80,0
20170707,0140,240.75,240.75,240.75,240.75,4
20170707,0141,240.75,240.75,240.75,240.75,0
20170707,0142,240.75,240.75,240.75,240.75,3
20170707,0143,240.74,240.74,240.74,240.74,3
20170707,0144,240.74,240.74,240.74,240.74,0
20170707,0145,240.74,240.74,240.74,240.74,0
20170707,0146,240.74,240.74,240.74,240.74,0
20170707,0147,240.74,240.74,240.74,240.74,0
20170707,0148,240.70,240.70,240.70,240.70,5
20170707,0149,240.70,240.70,240.70,240.70,0
20170707,0150,240.70,240.70,240.70,240.70,0
20170707,0151,240.70,240.70,240.70,240.70,8
20170707,0152,240.70,240.70,240.70,240.70,0
20170707,0153,240.70,240.70,240.70,240.70,0
20170707,0154,240.70,240.70,240.70,240.70,10
20170707,0155,240.70,240.70,240.70,240.70,0
20170707,0156,240.70,240.70,240.70,240.70,4
20170707,0157,240.70,240.70,240.70,240.70,0
20170707,0158,240.70,240.70,240.70,240.70,0
20170707,0159,240.68,240.68,240.68,240.68,3
20170707,0200,240.68,240.68,240.68,240.68,0
20170707,0201,240.68,240.68,240.68,240.68,4
20170707,0202,240.68,240.68,240.68,240.68,7
20170707,0203,240.68,240.68,240.68,240.68,10
20170707,0204,240.68,240.68,240.68,240.68,3
20170707,0205,240.68,240.68,240.68,240.68,8
20170707,0206,240.68,240.68,240.68,240.68,3
20170707,0207,240.70,240.70,240.70,240.70,4
20170707,0208,240.70,240.70,240.70,240.70,0
20170707,0209,240.71,240.71,240.71,240.71,3
20170707,0210,240.71,240.71,240.71,240.71,0
20170707,0211,240.74,240.74,240.74,240.74,3
20170707,0212,240.75,240.75,240.75,240.75,7
20170707,0213,240.78,240.78,240.78,240.78,5
20170707,0214,240.80,240.80,240.80,240.80,2
20170707,0215,240.80,240.80,240.80,240.80,0
20170707,0216,240.80,240.80,240.80,240.80,0
20170707,0217,240.80,240.80,240.80,240.80,0
20170707,0218,240.81,240.81,240.81,240.81,3
20170707,0219,240.80,240.80,240.80,240.80,4
20170707,0220,240.79,240.79,240.79,240.79,4
20170707,0221,240.80,240.80,240.80,240.80,3
20170707,0222,240.80,240.80,240.80,240.80,0
20170707,0223,240.80,240.80,240.80,240.80,0
20170707,0224,240.80,240.80,240.79,240.79,11
20170707,0225,240.79,240.79,240.79,240.79,0
20170707,0226,240.74,240.74,240.74,240.74,3
20170707,0227,240.74,240.74,240.74,240.74,3
20170707,0228,240.74,240.74,240.74,240.74,3
20170707,0229,240.74,240.74,240.74,240.74,0
20170707,0230,240.74,240.74,240.74,240.74,0
20170707,0231,240.74,240.74,240.74,240.74,0
20170707,0232,240.70,240.70,240.70,240.70,10
20170707,0233,240.70,240.70,240.70,240.70,2
